ecg,gsr,temp,hr,spo2,timest,second
1.8182,0.523,31.28,0,0,357785,55.383
1.8426,0.4936,31.28,0,0,357788,55.386
1.8622,0.4985,31.28,0,0,357791,55.389
1.8768,0.5034,31.28,0,0,357795,55.392
1.9013,0.4985,31.28,0,0,357798,55.395
1.9159,0.4985,31.28,0,0,357801,55.398
1.9355,0.5034,31.28,0,0,357805,55.401
1.9453,0.4985,31.28,0,0,357808,55.404
1.9697,0.4985,31.28,0,0,357812,55.407
1.9844,0.4985,31.28,0,0,357815,55.41
2.0039,0.4985,31.28,0,0,357818,55.413
2.0186,0.4985,31.28,0,0,357821,55.416
2.0283,0.4985,31.3,0,0,357824,55.419
2.043,0.4985,31.25,0,0,357828,55.422
2.0577,0.4985,31.28,0,0,357831,55.425
2.0821,0.4985,31.28,0,0,357834,55.428
2.0968,0.4985,31.3,0,0,357837,55.431
2.1114,0.4985,31.28,0,0,357840,55.434
2.1261,0.5034,31.28,0,0,357844,55.437
2.1457,0.4936,31.28,0,0,357848,55.44
2.1652,0.4936,31.28,0,0,357851,55.443
2.1799,0.5181,31.28,0,0,357854,55.446
2.1945,0.4839,31.22,0,0,357857,55.449
2.2043,0.4985,31.28,0,0,357861,55.452
2.2141,0.4985,31.25,0,0,357864,55.455
2.2336,0.4839,31.28,0,0,357867,55.458
2.2385,0.4985,31.28,0,0,357870,55.461
2.2483,0.4985,31.33,0,0,357873,55.464
2.2581,0.4936,31.28,0,0,357877,55.467
2.2678,0.4985,31.28,0,0,357880,55.47
2.2727,0.4985,31.09,0,0,357883,55.473
2.2727,0.4985,31.28,0,0,357886,55.476
2.2874,0.4985,31.28,0,0,357890,55.479
2.2825,0.4985,31.28,0,0,357894,55.482
2.2776,0.5034,31.28,0,0,357897,55.485
2.2678,0.4985,31.28,0,0,357900,55.488
2.263,0.4985,31.28,0,0,357903,55.491
2.2532,0.4985,31.28,0,0,357906,55.494
2.2434,0.4936,31.28,0,0,357910,55.497
2.2385,0.4936,31.28,0,0,357913,55.5
2.219,0.4985,31.25,0,0,357916,55.503
2.1994,0.4936,31.28,0,0,357919,55.506
2.1848,0.4985,31.28,0,0,357922,55.509
2.1554,0.4985,31.28,0,0,357926,55.512
2.1261,0.5034,31.28,0,0,357929,55.515
2.0919,0.4936,31.28,0,0,357933,55.518
2.0577,0.4936,31.28,0,0,357936,55.521
2.0137,0.5034,31.28,0,0,357939,55.524
1.9697,0.4985,31.28,0,0,357943,55.527
1.9306,0.4936,31.28,0,0,357946,55.53
1.8964,0.4936,31.3,0,0,357949,55.533
1.8573,0.5034,31.28,0,0,357952,55.536
1.8231,0.4985,31.28,0,0,357955,55.539
1.7889,0.4985,31.33,0,0,357959,55.542
1.7546,0.4936,31.28,0,0,357962,55.545
1.7302,0.4985,31.3,0,0,357965,55.548
1.7058,0.4985,31.22,0,0,357968,55.551
1.6862,0.5034,31.28,0,0,357971,55.554
1.6716,0.4839,31.28,0,0,357976,55.557
1.6667,0.4985,31.33,0,0,357979,55.56
1.6569,0.5034,31.28,0,0,357982,55.563
1.6618,0.4936,31.28,0,0,357985,55.566
1.6618,0.4985,31.3,0,0,357988,55.569
1.6667,0.5034,31.28,0,0,357992,55.572
1.6667,0.4936,31.28,0,0,357995,55.575
1.6764,0.4985,31.25,0,0,357998,55.578
1.6813,0.4985,31.28,0,0,358001,55.581
1.7155,0.4985,31.28,0,0,358004,55.584
1.7058,0.4985,31.22,0,0,358008,55.587
1.7155,0.4985,31.28,0,0,358011,55.59
1.7302,0.4936,31.28,0,0,358014,55.593
1.74,0.4985,31.28,0,0,358018,55.596
1.7546,0.4985,31.25,0,0,358021,55.599
1.7644,0.4936,31.28,0,0,358025,55.602
1.7791,0.4985,31.28,0,0,358028,55.605
1.7889,0.523,31.28,0,0,358031,55.608
1.8328,0.4936,31.28,0,0,358034,55.611
1.8084,0.4985,31.28,0,0,358037,55.614
1.8182,0.4985,31.28,0,0,358041,55.617
1.828,0.4985,31.28,0,0,358044,55.62
1.8328,0.4985,31.25,0,0,358047,55.623
1.8426,0.5327,31.28,0,0,358050,55.626
1.8524,0.4839,31.28,0,0,358053,55.629
1.8524,0.4985,31.28,0,0,358057,55.632
1.8573,0.4985,31.28,0,0,358061,55.635
1.8573,0.4985,31.28,0,0,358064,55.638
1.8622,0.4985,31.28,0,0,358067,55.641
1.8719,0.4985,31.28,0,0,358070,55.644
1.8622,0.4985,31.28,0,0,358074,55.647
1.8622,0.4985,31.25,0,0,358077,55.65
1.8573,0.4985,31.28,0,0,358080,55.653
1.8524,0.4985,31.28,0,0,358083,55.656
1.8524,0.4985,31.25,0,0,358087,55.659
1.8524,0.4985,31.28,0,0,358090,55.662
1.8475,0.4985,31.28,0,0,358093,55.665
1.8524,0.4985,31.09,0,0,358096,55.668
1.8475,0.523,31.28,0,0,358099,55.671
1.8573,0.4985,31.28,0,0,358104,55.674
1.8524,0.4985,31.15,0,0,358107,55.677
1.8524,0.5034,31.28,0,0,358110,55.68
1.8524,0.4985,31.28,0,0,358113,55.683
1.8475,0.4985,31.28,0,0,358116,55.686
1.8475,0.4839,31.28,0,0,358120,55.689
1.8475,0.4985,31.28,0,0,358123,55.692
1.8475,0.4985,31.25,0,0,358126,55.695
1.8671,0.4839,31.28,0,0,358129,55.698
1.8524,0.4985,31.28,0,0,358132,55.701
1.8524,0.4936,31.28,0,0,358136,55.704
1.8426,0.4985,31.28,0,0,358139,55.707
1.8524,0.4985,31.28,0,0,358142,55.71
1.8524,0.4985,31.28,0,0,358146,55.713
1.8426,0.4839,31.28,0,0,358149,55.716
1.8524,0.4985,31.25,0,0,358153,55.719
1.8524,0.4936,31.28,0,0,358156,55.722
1.8573,0.4985,31.28,0,0,358159,55.725
1.8573,0.4985,31.12,0,0,358162,55.728
1.8573,0.5181,31.28,0,0,358165,55.731
1.8573,0.4985,31.3,0,0,358169,55.734
1.8622,0.4985,31.28,0,0,358172,55.737
1.8671,0.4936,31.28,0,0,358175,55.74
1.8573,0.4985,31.28,0,0,358178,55.743
1.8524,0.4985,31.25,0,0,358181,55.746
1.8866,0.4985,31.28,0,0,358185,55.749
1.8573,0.4985,31.28,0,0,358189,55.752
1.8622,0.4936,31.25,0,0,358192,55.755
1.8866,0.4985,31.28,0,0,358195,55.758
1.8768,0.4985,31.28,0,0,358198,55.761
1.8817,0.4985,31.28,0,0,358202,55.764
1.9062,0.4936,31.28,0,0,358205,55.767
1.8866,0.4985,31.3,0,0,358208,55.77
1.8866,0.4985,31.28,0,0,358211,55.773
1.8866,0.4985,31.28,0,0,358214,55.776
1.8964,0.4985,31.28,0,0,358218,55.779
1.9062,0.4985,31.25,0,0,358221,55.782
1.9257,0.5034,31.28,0,0,358224,55.785
1.955,0.4985,31.3,0,0,358227,55.788
1.9844,0.4985,31.3,0,0,358231,55.791
2.0088,0.4985,31.25,0,0,358235,55.794
2.0186,0.5181,31.28,0,0,358238,55.797
2.0235,0.4936,31.28,0,0,358241,55.8
2.0186,0.4985,31.28,0,0,358244,55.803
2.0088,0.4985,31.28,0,0,358247,55.806
1.9892,0.5034,31.28,0,0,358251,55.809
1.9795,0.4985,31.28,0,0,358254,55.812
1.955,0.4985,31.12,0,0,358257,55.815
1.9355,0.4985,31.28,0,0,358260,55.818
1.9159,0.4985,31.28,0,0,358263,55.821
1.8866,0.4985,31.28,0,0,358267,55.824
1.8671,0.5034,31.28,0,0,358270,55.827
1.8573,0.5034,31.28,0,0,358274,55.83
1.8377,0.4985,31.28,0,0,358277,55.833
1.828,0.5034,31.28,0,0,358280,55.836
1.8524,0.4936,31.28,0,0,358284,55.839
1.8133,0.4985,31.28,0,0,358287,55.842
1.8133,0.4936,31.28,0,0,358290,55.845
1.8182,0.4985,31.3,0,0,358293,55.848
1.8182,0.4985,31.28,0,0,358296,55.851
1.8182,0.4985,31.28,0,0,358300,55.854
1.8182,0.4985,31.3,0,0,358303,55.857
1.8182,0.4985,31.3,0,0,358306,55.86
1.8182,0.5327,31.28,0,0,358309,55.863
1.8182,0.4839,31.28,0,0,358312,55.866
1.7937,0.4985,31.07,0,0,358317,55.869
1.7449,0.4888,31.28,0,0,358320,55.872
1.6813,0.4985,31.28,0,0,358323,55.875
1.6325,0.4985,31.3,0,0,358326,55.878
1.652,0.4985,31.28,0,0,358330,55.881
1.7693,0.4936,31.28,0,0,358333,55.884
1.9746,0.4985,31.28,0,0,358336,55.887
2.3021,0.4936,31.28,0,0,358339,55.89
2.8104,0.4985,31.28,0,0,358342,55.893
3.5239,0.4985,31.25,0,0,358346,55.896
4.1593,0.5034,31.28,0,0,358349,55.899
4.521,0.4839,31.28,0,0,358352,55.902
4.609,0.4985,31.28,0,0,358355,55.905
4.2815,0.4985,31.25,0,0,358359,55.908
3.695,0.5034,31.28,0,0,358363,55.911
3.089,0.4936,31.28,0,0,358366,55.914
2.5709,0.4985,31.28,0,0,358369,55.917
2.175,0.4985,31.28,0,0,358372,55.92
1.8915,0.5034,31.28,0,0,358375,55.923
1.7155,0.4936,31.28,0,0,358378,55.926
1.5934,0.4985,31.28,0,0,358382,55.929
1.5396,0.4985,31.28,0,0,358385,55.932
1.4761,0.4936,31.28,0,0,358388,55.935
1.4516,0.523,31.28,0,0,358391,55.938
1.4467,0.4985,31.3,0,0,358395,55.941
1.4418,0.4985,31.28,0,0,358398,55.944
1.4418,0.5181,31.28,0,0,358402,55.947
1.4467,0.4936,31.28,0,0,358405,55.95
1.4565,0.4936,31.28,0,0,358408,55.953
1.4663,0.4985,31.28,0,0,358412,55.956
1.4761,0.4936,31.28,0,0,358415,55.959
1.4907,0.4985,31.25,0,0,358418,55.962
1.5054,0.4985,31.28,0,0,358421,55.965
1.5152,0.4985,31.28,0,0,358424,55.968
1.5396,0.4985,31.15,0,0,358428,55.971
1.5591,0.4985,31.28,0,0,358431,55.974
1.5787,0.4985,31.28,0,0,358434,55.977
1.5934,0.4985,31.07,0,0,358437,55.98
1.608,0.523,31.28,0,0,358440,55.983
1.6276,0.5034,31.28,0,0,358445,55.986
1.6471,0.4985,31.28,0,0,358448,55.989
1.6667,0.4985,31.3,0,0,358451,55.992
1.6862,0.4936,31.28,0,0,358454,55.995
1.7058,0.4985,31.3,0,0,358457,55.998
1.7253,0.4985,31.28,0,0,358461,56.001
1.7351,0.4936,31.28,0,0,358464,56.004
1.7595,0.4936,31.25,0,0,358467,56.007
1.7742,0.4985,31.28,0,0,358470,56.01
1.7937,0.4985,31.28,0,0,358473,56.013
1.8133,0.4985,31.28,0,0,358477,56.016
1.8231,0.4985,31.25,0,0,358480,56.019
1.8426,0.4936,31.28,0,0,358483,56.022
1.8573,0.4985,31.28,0,0,358487,56.025
1.8768,0.4985,31.28,0,0,358490,56.028
1.9013,0.4936,31.28,0,0,358494,56.031
1.9159,0.4985,31.28,0,0,358497,56.034
1.9306,0.5181,31.25,0,0,358500,56.037
1.9501,0.4985,31.28,0,0,358503,56.04
1.9746,0.4985,31.28,0,0,358506,56.043
1.9892,0.4985,31.3,0,0,358510,56.046
2.0039,0.4985,31.28,0,0,358513,56.049
2.0235,0.4985,31.28,0,0,358516,56.052
2.0332,0.4985,31.28,0,0,358519,56.055
2.0479,0.4985,31.22,0,0,358522,56.058
2.0577,0.4936,31.28,0,0,358526,56.061
2.0772,0.4936,31.28,0,0,358530,56.064
2.0919,0.4985,31.28,0,0,358533,56.067
2.1065,0.4985,31.3,0,0,358536,56.07
2.1163,0.4985,31.28,0,0,358539,56.073
2.1359,0.4936,31.25,0,0,358543,56.076
2.1359,0.4985,31.28,0,0,358546,56.079
2.1457,0.4985,31.3,0,0,358549,56.082
2.1505,0.4985,31.28,0,0,358552,56.085
2.1505,0.4985,31.28,0,0,358555,56.088
2.1554,0.4985,31.28,0,0,358559,56.091
2.1554,0.5034,31.28,0,0,358562,56.094
2.1554,0.4839,31.28,0,0,358565,56.097
2.1554,0.4985,31.28,0,0,358568,56.1
2.1505,0.4985,31.25,0,0,358572,56.103
2.1457,0.4936,31.28,0,0,358576,56.106
2.1408,0.4985,31.3,0,0,358579,56.109
2.131,0.4985,31.28,0,0,358582,56.112
2.1212,0.4985,31.28,0,0,358585,56.115
2.1114,0.4985,31.28,0,0,358588,56.118
2.0968,0.4985,31.25,0,0,358592,56.121
2.0772,0.5327,31.25,0,0,358595,56.124
2.087,0.4936,31.28,0,0,358598,56.127
2.0332,0.4839,31.28,0,0,358601,56.13
2.0039,0.4985,31.28,0,0,358604,56.133
1.9697,0.4985,31.25,0,0,358608,56.136
1.9306,0.4985,31.28,0,0,358611,56.139
1.8915,0.4936,31.28,0,0,358615,56.142
1.8573,0.4985,31.25,0,0,358618,56.145
1.8182,0.4985,31.28,0,0,358621,56.148
1.7791,0.4985,31.28,0,0,358625,56.151
1.7449,0.4985,31.2,0,0,358628,56.154
1.7155,0.4985,31.28,0,0,358631,56.157
1.6862,0.4985,31.28,0,0,358634,56.16
1.6618,0.4985,31.25,0,0,358637,56.163
1.6325,0.4985,31.28,0,0,358641,56.166
1.6178,0.4985,31.28,0,0,358644,56.169
1.5982,0.4985,31.28,0,0,358647,56.172
1.5982,0.4936,31.28,0,0,358650,56.175
1.5836,0.4985,31.3,0,0,358653,56.178
1.5787,0.4985,31.25,0,0,358658,56.181
1.5787,0.4936,31.28,0,0,358661,56.184
1.5836,0.4985,31.28,0,0,358664,56.187
1.5885,0.4985,31.25,0,0,358667,56.19
1.5934,0.4985,31.28,0,0,358670,56.193
1.6031,0.4985,31.28,0,0,358674,56.196
1.6129,0.4985,31.09,0,0,358677,56.199
1.6227,0.5034,31.28,0,0,358680,56.202
1.6276,0.4839,31.28,0,0,358683,56.205
1.6422,0.4985,31.28,0,0,358686,56.208
1.6569,0.4985,31.25,0,0,358690,56.211
1.6716,0.4936,31.28,0,0,358693,56.214
1.6862,0.4985,31.28,0,0,358696,56.217
1.696,0.5034,31.28,0,0,358700,56.22
1.7058,0.4985,31.28,0,0,358703,56.223
1.7204,0.4985,31.28,0,0,358707,56.226
1.7302,0.4985,31.33,0,0,358710,56.229
1.7546,0.5034,31.28,0,0,358713,56.232
1.7498,0.4936,31.28,0,0,358716,56.235
1.7546,0.4985,31.28,0,0,358719,56.238
1.7546,0.4985,31.28,0,0,358723,56.241
1.7595,0.4985,31.28,0,0,358726,56.244
1.7595,0.4985,31.17,0,0,358729,56.247
1.7644,0.4985,31.28,0,0,358732,56.25
1.7644,0.4936,31.28,0,0,358735,56.253
1.7644,0.4985,31.25,0,0,358739,56.256
1.7644,0.4985,31.28,0,0,358743,56.259
1.7693,0.4985,31.28,0,0,358746,56.262
1.7693,0.4985,31.33,0,0,358749,56.265
1.7742,0.4936,31.28,0,0,358752,56.268
1.7791,0.4936,31.28,0,0,358756,56.271
1.7742,0.4985,31.07,0,0,358759,56.274
1.7742,0.4985,31.28,0,0,358762,56.277
1.7791,0.4985,31.28,0,0,358765,56.28
1.7791,0.4985,31.25,0,0,358768,56.283
1.7791,0.5083,31.28,0,0,358772,56.286
1.7889,0.4985,31.28,0,0,358775,56.289
1.784,0.4985,31.28,0,0,358778,56.292
1.784,0.4985,31.25,0,0,358781,56.295
1.7791,0.4985,31.28,0,0,358785,56.298
1.7742,0.4985,31.28,0,0,358789,56.301
1.7791,0.5034,31.28,0,0,358792,56.304
1.7791,0.4985,31.28,0,0,358795,56.307
1.7791,0.4985,31.28,0,0,358798,56.31
1.7791,0.4985,31.28,0,0,358801,56.313
1.7986,0.4936,31.28,0,0,358805,56.316
1.7889,0.4985,31.28,0,0,358808,56.319
1.7889,0.5034,31.25,0,0,358811,56.322
1.7889,0.5034,31.28,0,0,358814,56.325
1.7889,0.4936,31.28,0,0,358817,56.328
1.7889,0.4985,31.28,0,0,358821,56.331
1.7889,0.4985,31.28,0,0,358824,56.334
1.7937,0.4936,31.28,0,0,358828,56.337
1.7937,0.4985,31.25,0,0,358831,56.34
1.7986,0.4985,31.28,0,0,358834,56.343
1.8084,0.4985,31.28,0,0,358838,56.346
1.7937,0.4985,31.33,0,0,358841,56.349
1.7937,0.4985,31.28,0,0,358844,56.352
1.8035,0.4985,31.28,0,0,358847,56.355
1.7986,0.4985,31.09,0,0,358850,56.358
1.8035,0.4985,31.25,0,0,358854,56.361
1.8084,0.4936,31.28,0,0,358857,56.364
1.8182,0.4985,31.28,0,0,358860,56.367
1.8182,0.4985,31.28,0,0,358863,56.37
1.8182,0.5181,31.28,0,0,358866,56.373
1.8182,0.4985,31.28,0,0,358871,56.376
1.8182,0.4985,31.25,0,0,358874,56.379
1.8182,0.4985,31.28,0,0,358877,56.382
1.8133,0.4985,31.28,0,0,358880,56.385
1.8231,0.4985,31.15,0,0,358883,56.388
1.8573,0.4936,31.28,0,0,358887,56.391
1.8426,0.4985,31.3,0,0,358890,56.394
1.8524,0.4985,31.28,0,0,358893,56.397
1.8475,0.4936,31.28,0,0,358896,56.4
1.8524,0.4985,31.28,0,0,358900,56.403
1.8475,0.5083,31.33,0,0,358903,56.406
1.8475,0.4839,31.28,0,0,358906,56.409
1.8524,0.4985,31.28,0,0,358909,56.412
1.8622,0.4985,31.33,0,0,358913,56.415
1.8915,0.4985,31.28,0,0,358917,56.418
1.9159,0.4985,31.28,0,0,358920,56.421
1.9453,0.4985,31.3,0,0,358923,56.424
1.9648,0.4936,31.28,0,0,358926,56.427
1.9795,0.4985,31.28,0,0,358929,56.43
1.9844,0.4985,31.3,0,0,358933,56.433
1.9844,0.4985,31.28,0,0,358936,56.436
1.9697,0.4985,31.3,0,0,358939,56.439
1.955,0.4985,31.22,0,0,358942,56.442
1.9355,0.4985,31.28,0,0,358945,56.445
1.9159,0.4985,31.28,0,0,358949,56.448
1.8915,0.4985,31.17,0,0,358952,56.451
1.8671,0.4936,31.28,0,0,358956,56.454
1.8328,0.4985,31.28,0,0,358959,56.457
1.8231,0.523,31.28,0,0,358962,56.46
1.8377,0.4839,31.28,0,0,358966,56.463
1.8035,0.4985,31.12,0,0,358969,56.466
1.7937,0.523,31.28,0,0,358972,56.469
1.8182,0.4839,31.28,0,0,358975,56.472
1.7791,0.4985,31.28,0,0,358978,56.475
1.7693,0.4985,31.25,0,0,358982,56.478
1.7742,0.4936,31.3,0,0,358985,56.481
1.7742,0.4985,31.28,0,0,358988,56.484
1.7791,0.5034,31.28,0,0,358991,56.487
1.7791,0.4985,31.28,0,0,358994,56.49
1.784,0.4985,31.28,0,0,358999,56.493
1.784,0.4985,31.28,0,0,359002,56.496
1.7791,0.5034,31.28,0,0,359005,56.499
1.7546,0.4985,31.28,0,0,359008,56.502
1.7009,0.4985,31.28,0,0,359011,56.505
1.6373,0.4936,31.28,0,0,359015,56.508
1.6031,0.4985,31.28,0,0,359018,56.511
1.652,0.4985,31.17,0,0,359021,56.514
1.7889,0.4985,31.28,0,0,359024,56.517
2.0577,0.4936,31.28,0,0,359027,56.52
2.3851,0.4985,31.28,0,0,359031,56.523
2.9374,0.4985,31.25,0,0,359034,56.526
3.6804,0.4985,31.28,0,0,359037,56.529
4.2424,0.4985,31.28,0,0,359041,56.532
4.565,0.4985,31.3,0,0,359044,56.535
4.5161,0.4985,31.28,0,0,359048,56.538
4.0714,0.4936,31.28,0,0,359051,56.541
3.48,0.4985,31.28,0,0,359054,56.544
2.8886,0.4985,31.25,0,0,359057,56.547
2.4047,0.5034,31.25,0,0,359060,56.55
2.043,0.4936,31.28,0,0,359064,56.553
1.828,0.4985,31.28,0,0,359067,56.556
1.6422,0.4985,31.28,0,0,359070,56.559
1.5396,0.4985,31.28,0,0,359073,56.562
1.4858,0.4985,31.28,0,0,359076,56.565
1.4418,0.4985,31.12,0,0,359080,56.568
1.4174,0.4936,31.28,0,0,359084,56.571
1.4174,0.4839,31.28,0,0,359087,56.574
1.4125,0.4985,31.09,0,0,359090,56.577
1.4174,0.4936,31.28,0,0,359093,56.58
1.4223,0.4985,31.28,0,0,359097,56.583
1.4272,0.4985,31.25,0,0,359100,56.586
1.437,0.5034,31.28,0,0,359103,56.589
1.4565,0.4985,31.28,0,0,359106,56.592
1.4712,0.4985,31.28,0,0,359109,56.595
1.4858,0.4985,31.28,0,0,359113,56.598
1.5054,0.4936,31.28,0,0,359116,56.601
1.5249,0.4936,31.09,0,0,359119,56.604
1.5347,0.5083,31.28,0,0,359122,56.607
1.5543,0.5034,31.28,0,0,359126,56.61
1.5738,0.4936,31.28,0,0,359130,56.613
1.5934,0.523,31.28,0,0,359133,56.616
1.6129,0.4985,31.28,0,0,359136,56.619
1.6325,0.4985,31.28,0,0,359139,56.622
1.652,0.523,31.28,0,0,359142,56.625
1.6764,0.4839,31.28,0,0,359146,56.628
1.696,0.4985,31.28,0,0,359149,56.631
1.7107,0.4985,31.2,0,0,359152,56.634
1.7253,0.4985,31.28,0,0,359155,56.637
1.74,0.4936,31.28,0,0,359158,56.64
1.7546,0.4936,31.3,0,0,359162,56.643
1.7693,0.4985,31.25,0,0,359165,56.646
1.7889,0.4936,31.28,0,0,359169,56.649
1.7937,0.4985,31.09,0,0,359172,56.652
1.8182,0.4985,31.28,0,0,359175,56.655
1.8377,0.4936,31.28,0,0,359179,56.658
1.8524,0.4985,31.28,0,0,359182,56.661
1.8671,0.4936,31.28,0,0,359185,56.664
1.8866,0.4936,31.28,0,0,359188,56.667
1.9013,0.4985,31.28,0,0,359191,56.67
1.9159,0.4888,31.28,0,0,359195,56.673
1.9355,0.4985,31.28,0,0,359198,56.676
1.9501,0.4985,31.25,0,0,359201,56.679
1.9648,0.5181,31.28,0,0,359204,56.682
1.999,0.4985,31.28,0,0,359207,56.685
1.9941,0.4985,31.3,0,0,359212,56.688
2.0088,0.4985,31.28,0,0,359215,56.691
2.0235,0.4985,31.28,0,0,359218,56.694
2.0381,0.4985,31.28,0,0,359221,56.697
2.0577,0.4985,31.28,0,0,359224,56.7
2.0674,0.4985,31.25,0,0,359228,56.703
2.0772,0.4985,31.28,0,0,359231,56.706
2.0919,0.4936,31.28,0,0,359234,56.709
2.0968,0.4985,31.28,0,0,359237,56.712
2.0968,0.4985,31.28,0,0,359240,56.715
2.1017,0.4985,31.25,0,0,359244,56.718
2.1065,0.4936,31.28,0,0,359247,56.721
2.1114,0.4985,31.28,0,0,359250,56.724
2.1114,0.4985,31.3,0,0,359254,56.727
2.1114,0.4985,31.28,0,0,359257,56.73
2.1114,0.4936,31.28,0,0,359261,56.733
2.1114,0.4985,31.28,0,0,359264,56.736
2.1114,0.4985,31.25,0,0,359267,56.739
2.1017,0.4839,31.28,0,0,359270,56.742
2.0968,0.4985,31.28,0,0,359273,56.745
2.0821,0.4985,31.33,0,0,359277,56.748
2.0723,0.5034,31.28,0,0,359280,56.751
2.0723,0.4936,31.28,0,0,359283,56.754
2.0479,0.4985,31.28,0,0,359286,56.757
2.0332,0.4985,31.28,0,0,359289,56.76
2.0039,0.4985,31.28,0,0,359293,56.763
1.9746,0.5034,31.28,0,0,359297,56.766
1.9404,0.4936,31.28,0,0,359300,56.769
1.9013,0.4985,31.28,0,0,359303,56.772
1.8622,0.5034,31.28,0,0,359306,56.775
1.8328,0.4985,31.28,0,0,359310,56.778
1.7889,0.4985,31.28,0,0,359313,56.781
1.7498,0.5034,31.28,0,0,359316,56.784
1.7058,0.4985,31.28,0,0,359319,56.787
1.6764,0.4985,31.28,0,0,359322,56.79
1.652,0.5279,31.28,0,0,359326,56.793
1.6227,0.4985,31.28,0,0,359329,56.796
1.5934,0.4985,31.07,0,0,359332,56.799
1.5689,0.4985,31.28,0,0,359335,56.802
1.5543,0.4985,31.28,0,0,359339,56.805
1.5347,0.4985,31.25,0,0,359343,56.808
1.5298,0.5034,31.28,0,0,359346,56.811
1.5298,0.4985,31.28,0,0,359349,56.814
1.5298,0.4985,31.33,0,0,359352,56.817
1.5396,0.4936,31.28,0,0,359355,56.82
1.5396,0.4985,31.28,0,0,359359,56.823
1.5494,0.4985,31.17,0,0,359362,56.826
1.5591,0.4936,31.28,0,0,359365,56.829
1.5787,0.4985,31.3,0,0,359368,56.832
1.5885,0.4985,31.28,0,0,359371,56.835
1.6031,0.4985,31.25,0,0,359375,56.838
1.6178,0.4985,31.28,0,0,359378,56.841
1.6325,0.4985,31.28,0,0,359382,56.844
1.6373,0.4985,31.25,0,0,359385,56.847
1.6862,0.4936,31.28,0,0,359388,56.85
1.6667,0.4985,31.28,0,0,359392,56.853
1.6716,0.4985,31.28,0,0,359395,56.856
1.6813,0.4985,31.28,0,0,359398,56.859
1.6862,0.4985,31.12,0,0,359401,56.862
1.696,0.4985,31.25,0,0,359404,56.865
1.696,0.4936,31.28,0,0,359408,56.868
1.7058,0.4936,31.28,0,0,359411,56.871
1.7107,0.4985,31.2,0,0,359414,56.874
1.7107,0.4985,31.28,0,0,359417,56.877
1.7204,0.4985,31.28,0,0,359420,56.88
1.7155,0.4985,31.22,0,0,359425,56.883
1.7204,0.4888,31.28,0,0,359428,56.886
1.7204,0.4985,31.3,0,0,359431,56.889
1.7204,0.4985,31.28,0,0,359434,56.892
1.7204,0.4985,31.3,0,0,359437,56.895
1.7204,0.4936,31.28,0,0,359441,56.898
1.7204,0.4936,31.28,0,0,359444,56.901
1.7204,0.4985,31.22,0,0,359447,56.904
1.7204,0.5181,31.28,0,0,359450,56.907
1.7204,0.4936,31.28,0,0,359453,56.91
1.7204,0.4985,31.28,0,0,359457,56.913
1.7155,0.4985,31.28,0,0,359460,56.916
1.7351,0.4936,31.28,0,0,359463,56.919
1.7155,0.4985,31.3,0,0,359467,56.922
1.7155,0.4985,31.25,0,0,359470,56.925
1.7155,0.4985,31.25,0,0,359474,56.928
1.7204,0.4985,31.28,0,0,359477,56.931
1.7155,0.4936,31.25,0,0,359480,56.934
1.7351,0.4936,31.28,0,0,359483,56.937
1.7155,0.4985,31.3,0,0,359486,56.94
1.7155,0.4985,31.33,0,0,359490,56.943
1.7204,0.4985,31.28,0,0,359493,56.946
1.7204,0.4985,31.3,0,0,359496,56.949
1.7155,0.4985,31.3,0,0,359499,56.952
1.7204,0.5034,31.28,0,0,359502,56.955
1.7302,0.4985,31.28,0,0,359506,56.958
1.7302,0.4985,31.28,0,0,359510,56.961
1.7351,0.4985,31.28,0,0,359513,56.964
1.7449,0.4985,31.28,0,0,359516,56.967
1.7449,0.4985,31.28,0,0,359519,56.97
1.7449,0.5034,31.28,0,0,359523,56.973
1.7498,0.4985,31.28,0,0,359526,56.976
1.7498,0.4985,31.2,0,0,359529,56.979
1.7498,0.5034,31.28,0,0,359532,56.982
1.7498,0.4985,31.28,0,0,359535,56.985
1.7498,0.4985,31.33,0,0,359539,56.988
1.7498,0.4936,31.28,0,0,359542,56.991
1.7498,0.4936,31.28,0,0,359545,56.994
1.7498,0.4985,31.28,0,0,359548,56.997
1.7644,0.4936,31.28,0,0,359553,57
1.7449,0.4985,31.28,0,0,359556,57.003
1.7498,0.5034,31.28,0,0,359559,57.006
1.7546,0.4936,31.28,0,0,359562,57.009
1.7546,0.4985,31.25,0,0,359565,57.012
1.7595,0.4936,31.28,0,0,359569,57.015
1.7546,0.4936,31.28,0,0,359572,57.018
1.7693,0.4985,31.28,0,0,359575,57.021
1.7742,0.4985,31.28,0,0,359578,57.024
1.784,0.4985,31.28,0,0,359581,57.027
1.784,0.4985,31.28,0,0,359585,57.03
1.784,0.4985,31.25,0,0,359588,57.033
1.7889,0.4985,31.28,0,0,359591,57.036
1.7889,0.4985,31.28,0,0,359595,57.039
1.784,0.4985,31.12,0,0,359598,57.042
1.7937,0.4985,31.28,0,0,359602,57.045
1.7986,0.4985,31.28,0,0,359605,57.048
1.8133,0.4985,31.33,0,0,359608,57.051
1.8524,0.4936,31.28,0,0,359611,57.054
1.8768,0.4985,31.28,0,0,359614,57.057
1.9013,0.4985,31.33,0,0,359618,57.06
1.9501,0.4936,31.28,0,0,359621,57.063
