ecg,gsr,temp,hr,spo2,timest,second
1.5152,0.4985,31.3,0,0,323262,23.778
1.5103,0.4985,31.3,0,0,323265,23.781
1.4858,0.4985,31.3,0,0,323268,23.784
1.4761,0.4985,31.2,0,0,323271,23.787
1.4614,0.4936,31.28,0,0,323275,23.79
1.4516,0.4936,31.3,0,0,323278,23.793
1.4516,0.4985,31.3,0,0,323281,23.796
1.4565,0.4985,31.28,0,0,323284,23.799
1.4516,0.4985,31.3,0,0,323288,23.802
1.4516,0.4985,31.22,0,0,323292,23.805
1.4809,0.4936,31.28,0,0,323295,23.808
1.4565,0.4936,31.28,0,0,323298,23.811
1.4565,0.523,31.28,0,0,323301,23.814
1.4809,0.4985,31.28,0,0,323304,23.817
1.4712,0.4985,31.28,0,0,323308,23.82
1.4712,0.4985,31.33,0,0,323311,23.823
1.4663,0.4936,31.28,0,0,323314,23.826
1.4174,0.4985,31.3,0,0,323317,23.829
1.3539,0.4985,31.3,0,0,323320,23.832
1.2952,0.4936,31.28,0,0,323324,23.835
1.2952,0.4985,31.3,0,0,323328,23.838
1.3734,0.4985,31.28,0,0,323331,23.841
1.5445,0.4985,31.3,0,0,323334,23.844
1.8377,0.4985,31.28,0,0,323337,23.847
2.2727,0.4985,31.25,0,0,323341,23.85
2.913,0.4985,31.28,0,0,323344,23.853
3.6852,0.4936,31.3,0,0,323347,23.856
4.2571,0.4985,31.3,0,0,323350,23.859
4.477,0.4985,31.25,0,0,323353,23.862
4.2375,0.4888,31.28,0,0,323357,23.865
3.6657,0.4985,31.28,0,0,323360,23.868
3.0254,0.4985,31.28,0,0,323363,23.871
2.4536,0.4985,31.28,0,0,323366,23.874
2.0137,0.4985,31.28,0,0,323369,23.877
1.6471,0.4985,31.28,0,0,323374,23.88
1.4174,0.4985,31.33,0,0,323377,23.883
1.3001,0.4985,31.28,0,0,323380,23.886
1.1779,0.4985,31.3,0,0,323383,23.889
1.1241,0.4985,31.28,0,0,323386,23.892
1.0948,0.4888,31.28,0,0,323390,23.895
1.085,0.4936,31.3,0,0,323393,23.898
1.0802,0.4936,31.3,0,0,323396,23.901
1.0802,0.4985,31.28,0,0,323399,23.904
1.0899,0.4985,31.2,0,0,323402,23.907
1.0899,0.5034,31.28,0,0,323406,23.91
1.0997,0.4936,31.28,0,0,323409,23.913
1.1095,0.4936,31.3,0,0,323412,23.916
1.1095,0.4985,31.28,0,0,323416,23.919
1.129,0.4985,31.3,0,0,323419,23.922
1.1388,0.4985,31.3,0,0,323423,23.925
1.1535,0.4985,31.28,0,0,323426,23.928
1.1681,0.4985,31.28,0,0,323429,23.931
1.1828,0.4985,31.3,0,0,323432,23.934
1.2023,0.4839,31.3,0,0,323435,23.937
1.2121,0.4936,31.3,0,0,323439,23.94
1.2268,0.4985,31.25,0,0,323442,23.943
1.2414,0.4985,31.3,0,0,323445,23.946
1.2512,0.4985,31.3,0,0,323448,23.949
1.2708,0.4985,31.3,0,0,323451,23.952
1.2854,0.4888,31.28,0,0,323456,23.955
1.3099,0.4936,31.3,0,0,323459,23.958
1.3196,0.4936,31.3,0,0,323462,23.961
1.3343,0.5034,31.3,0,0,323465,23.964
1.3587,0.4936,31.28,0,0,323468,23.967
1.3636,0.4985,31.3,0,0,323472,23.97
1.3832,0.4985,31.28,0,0,323475,23.973
1.4076,0.4985,31.3,0,0,323478,23.976
1.4272,0.4985,31.3,0,0,323481,23.979
1.4467,0.4985,31.09,0,0,323484,23.982
1.4614,0.5181,31.28,0,0,323488,23.985
1.4809,0.4985,31.3,0,0,323491,23.988
1.5005,0.4985,31.3,0,0,323494,23.991
1.5152,0.4985,31.3,0,0,323497,23.994
1.5347,0.4888,31.3,0,0,323501,23.997
1.564,0.4985,31.3,0,0,323505,24
1.5836,0.4936,31.3,0,0,323508,24.003
1.608,0.5181,31.28,0,0,323511,24.006
1.652,0.4985,31.28,0,0,323514,24.009
1.6471,0.4985,31.3,0,0,323517,24.012
1.6667,0.4985,31.17,0,0,323520,24.015
1.6813,0.4985,31.28,0,0,323524,24.018
1.7009,0.4936,31.3,0,0,323527,24.021
1.7253,0.4985,31.3,0,0,323530,24.024
1.74,0.5083,31.28,0,0,323533,24.027
1.7546,0.523,31.28,0,0,323536,24.03
1.7693,0.4936,31.3,0,0,323540,24.033
1.7889,0.4985,31.3,0,0,323544,24.036
1.8035,0.4985,31.3,0,0,323547,24.039
1.8328,0.4936,31.28,0,0,323550,24.042
1.8377,0.4985,31.28,0,0,323553,24.045
1.8426,0.523,31.28,0,0,323557,24.048
1.8817,0.4839,31.3,0,0,323560,24.051
1.8573,0.4985,31.3,0,0,323563,24.054
1.8671,0.4985,31.28,0,0,323566,24.057
1.8768,0.4839,31.3,0,0,323570,24.06
1.8719,0.4985,31.3,0,0,323573,24.063
1.8768,0.4985,31.3,0,0,323576,24.066
1.8719,0.4936,31.28,0,0,323579,24.069
1.8671,0.4985,31.3,0,0,323582,24.072
1.8622,0.4985,31.17,0,0,323587,24.075
1.8573,0.4985,31.3,0,0,323590,24.078
1.8475,0.4985,31.3,0,0,323593,24.081
1.828,0.4985,31.25,0,0,323596,24.084
1.8377,0.4888,31.3,0,0,323599,24.087
1.7937,0.4985,31.3,0,0,323603,24.09
1.7644,0.4985,31.2,0,0,323606,24.093
1.7302,0.5034,31.3,0,0,323609,24.096
1.7009,0.4985,31.28,0,0,323612,24.099
1.6618,0.4936,31.28,0,0,323615,24.102
1.6227,0.4936,31.25,0,0,323619,24.105
1.6129,0.4985,31.28,0,0,323622,24.108
1.5543,0.4985,31.3,0,0,323625,24.111
1.52,0.4985,31.28,0,0,323629,24.114
1.5249,0.5034,31.28,0,0,323632,24.117
1.4565,0.4936,31.28,0,0,323636,24.12
1.4321,0.4985,31.25,0,0,323639,24.123
1.4321,0.4936,31.28,0,0,323642,24.126
1.3881,0.4985,31.3,0,0,323645,24.129
1.3734,0.4936,31.35,0,0,323648,24.132
1.3587,0.4985,31.28,0,0,323652,24.135
1.3441,0.4936,31.3,0,0,323655,24.138
1.3392,0.4985,31.2,0,0,323658,24.141
1.3343,0.5034,31.3,0,0,323661,24.144
1.3392,0.4839,31.28,0,0,323664,24.147
1.3441,0.4985,31.3,0,0,323668,24.15
1.3539,0.5034,31.28,0,0,323672,24.153
1.3685,0.4839,31.3,0,0,323675,24.156
1.3783,0.4985,31.28,0,0,323678,24.159
1.393,0.523,31.28,0,0,323681,24.162
1.4174,0.4985,31.3,0,0,323685,24.165
1.4223,0.4985,31.3,0,0,323688,24.168
1.4418,0.5132,31.28,0,0,323691,24.171
1.4565,0.4985,31.28,0,0,323694,24.174
1.4761,0.4985,31.33,0,0,323697,24.177
1.4907,0.4985,31.28,0,0,323701,24.18
1.5054,0.4936,31.28,0,0,323704,24.183
1.5249,0.4985,31.3,0,0,323707,24.186
1.5347,0.4985,31.28,0,0,323710,24.189
1.5543,0.4839,31.28,0,0,323714,24.192
1.5591,0.4985,31.09,0,0,323718,24.195
1.5591,0.4985,31.28,0,0,323721,24.198
1.5738,0.4985,31.28,0,0,323724,24.201
1.5885,0.4985,31.3,0,0,323727,24.204
1.5934,0.4985,31.28,0,0,323730,24.207
1.6325,0.5034,31.28,0,0,323734,24.21
1.6031,0.4985,31.3,0,0,323737,24.213
1.6031,0.4985,31.28,0,0,323740,24.216
1.608,0.4985,31.28,0,0,323743,24.219
1.608,0.4985,31.28,0,0,323746,24.222
1.608,0.4985,31.28,0,0,323750,24.225
1.6129,0.4985,31.33,0,0,323753,24.228
1.6129,0.4888,31.28,0,0,323757,24.231
1.6178,0.4985,31.28,0,0,323760,24.234
1.6178,0.4985,31.3,0,0,323763,24.237
1.6178,0.4888,31.28,0,0,323767,24.24
1.6227,0.4985,31.28,0,0,323770,24.243
1.6276,0.4985,31.3,0,0,323773,24.246
1.6276,0.4985,31.28,0,0,323776,24.249
1.6373,0.4985,31.3,0,0,323779,24.252
1.6325,0.4985,31.09,0,0,323783,24.255
1.6325,0.4936,31.28,0,0,323786,24.258
1.6373,0.4985,31.3,0,0,323789,24.261
1.6373,0.4985,31.28,0,0,323792,24.264
1.6325,0.4936,31.28,0,0,323795,24.267
1.6373,0.4985,31.28,0,0,323800,24.27
1.6373,0.4985,31.25,0,0,323803,24.273
1.6325,0.4839,31.3,0,0,323806,24.276
1.6422,0.4985,31.28,0,0,323809,24.279
1.6422,0.5181,31.28,0,0,323812,24.282
1.6471,0.4985,31.28,0,0,323816,24.285
1.6471,0.4985,31.25,0,0,323819,24.288
1.6471,0.4936,31.28,0,0,323822,24.291
1.652,0.4839,31.28,0,0,323825,24.294
1.6569,0.4985,31.3,0,0,323828,24.297
1.6618,0.4985,31.28,0,0,323832,24.3
1.6911,0.4839,31.28,0,0,323835,24.303
1.6667,0.4985,31.3,0,0,323838,24.306
1.6716,0.4985,31.25,0,0,323842,24.309
1.6764,0.4936,31.28,0,0,323845,24.312
1.6813,0.4985,31.09,0,0,323849,24.315
1.6862,0.4985,31.25,0,0,323852,24.318
1.7009,0.4936,31.28,0,0,323855,24.321
1.6862,0.4985,31.28,0,0,323858,24.324
1.6862,0.4985,31.3,0,0,323861,24.327
1.6911,0.5034,31.28,0,0,323865,24.33
1.696,0.4985,31.3,0,0,323868,24.333
1.7009,0.4985,31.28,0,0,323871,24.336
1.7058,0.4985,31.17,0,0,323874,24.339
1.7107,0.4936,31.28,0,0,323877,24.342
1.7204,0.4985,31.28,0,0,323881,24.345
1.7204,0.4985,31.22,0,0,323885,24.348
1.7253,0.4985,31.28,0,0,323888,24.351
1.7253,0.4985,31.28,0,0,323891,24.354
1.7302,0.4936,31.28,0,0,323894,24.357
1.7302,0.4936,31.28,0,0,323898,24.36
1.7351,0.4985,31.28,0,0,323901,24.363
1.74,0.4985,31.17,0,0,323904,24.366
1.7449,0.5279,31.28,0,0,323907,24.369
1.7546,0.4985,31.28,0,0,323910,24.372
1.7546,0.4985,31.28,0,0,323914,24.375
1.7546,0.523,31.28,0,0,323917,24.378
1.7595,0.4985,31.28,0,0,323920,24.381
1.7595,0.4985,31.3,0,0,323923,24.384
1.7595,0.4985,31.25,0,0,323927,24.387
1.7595,0.4985,31.28,0,0,323931,24.39
1.7644,0.4985,31.28,0,0,323934,24.393
1.7595,0.4985,31.22,0,0,323937,24.396
1.7644,0.4985,31.28,0,0,323940,24.399
1.784,0.4985,31.28,0,0,323943,24.402
1.7742,0.4985,31.3,0,0,323947,24.405
1.7742,0.4985,31.25,0,0,323950,24.408
1.8084,0.4936,31.28,0,0,323953,24.411
1.7742,0.4985,31.3,0,0,323956,24.414
1.784,0.4985,31.17,0,0,323959,24.417
1.7889,0.4985,31.28,0,0,323963,24.42
1.8084,0.4936,31.28,0,0,323966,24.423
1.828,0.4985,31.28,0,0,323970,24.426
1.8524,0.5034,31.28,0,0,323973,24.429
1.8817,0.4936,31.28,0,0,323976,24.432
1.9013,0.4985,31.28,0,0,323980,24.435
1.911,0.4985,31.28,0,0,323983,24.438
1.9208,0.4985,31.28,0,0,323986,24.441
1.911,0.4985,31.28,0,0,323989,24.444
1.8915,0.4985,31.25,0,0,323992,24.447
1.8768,0.4985,31.28,0,0,323996,24.45
1.8622,0.4985,31.28,0,0,323999,24.453
1.8524,0.4985,31.33,0,0,324002,24.456
1.8377,0.4985,31.28,0,0,324005,24.459
1.8231,0.4985,31.28,0,0,324008,24.462
1.8035,0.4985,31.28,0,0,324013,24.465
1.784,0.4985,31.28,0,0,324016,24.468
1.7742,0.4985,31.3,0,0,324019,24.471
1.7546,0.4985,31.3,0,0,324022,24.474
1.7595,0.4985,31.3,0,0,324025,24.477
1.7595,0.5034,31.28,0,0,324029,24.48
1.7595,0.4936,31.3,0,0,324032,24.483
1.7644,0.4985,31.3,0,0,324035,24.486
1.7644,0.4888,31.28,0,0,324038,24.489
1.7595,0.4936,31.28,0,0,324041,24.492
1.7693,0.4985,31.28,0,0,324045,24.495
1.7693,0.5034,31.28,0,0,324048,24.498
1.8084,0.4839,31.28,0,0,324051,24.501
1.7791,0.4985,31.3,0,0,324055,24.504
1.7742,0.4985,31.2,0,0,324058,24.507
1.7742,0.4985,31.28,0,0,324062,24.51
1.7155,0.4985,31.3,0,0,324065,24.513
1.652,0.4985,31.22,0,0,324068,24.516
1.608,0.4936,31.28,0,0,324071,24.519
1.6227,0.4936,31.28,0,0,324074,24.522
1.74,0.4985,31.3,0,0,324078,24.525
1.9453,0.4985,31.25,0,0,324081,24.528
2.2678,0.4936,31.28,0,0,324084,24.531
2.737,0.4985,31.3,0,0,324087,24.534
3.4066,0.4985,31.25,0,0,324090,24.537
4.0567,0.4985,31.28,0,0,324094,24.54
4.4917,0.4936,31.3,0,0,324098,24.543
4.5259,0.4985,31.3,0,0,324101,24.546
4.1447,0.4985,31.28,0,0,324104,24.549
3.5337,0.4985,31.28,0,0,324107,24.552
2.9472,0.4985,31.28,0,0,324111,24.555
2.4438,0.4985,31.28,0,0,324114,24.558
2.0528,0.4985,31.28,0,0,324117,24.561
1.7742,0.4839,31.28,0,0,324120,24.564
1.5934,0.5034,31.3,0,0,324123,24.567
1.4858,0.4985,31.28,0,0,324127,24.57
1.4712,0.4936,31.28,0,0,324130,24.573
1.4076,0.4985,31.28,0,0,324133,24.576
1.393,0.4985,31.25,0,0,324136,24.579
1.393,0.4985,31.28,0,0,324140,24.582
1.4027,0.4985,31.28,0,0,324144,24.585
1.4174,0.4985,31.3,0,0,324147,24.588
1.4272,0.5279,31.28,0,0,324150,24.591
1.4418,0.4936,31.3,0,0,324153,24.594
1.4565,0.4985,31.28,0,0,324156,24.597
1.4712,0.5034,31.28,0,0,324160,24.6
1.4907,0.4985,31.3,0,0,324163,24.603
1.5103,0.4985,31.28,0,0,324166,24.606
1.5298,0.4985,31.25,0,0,324169,24.609
1.5494,0.4985,31.28,0,0,324172,24.612
1.564,0.4985,31.3,0,0,324176,24.615
1.5836,0.4985,31.3,0,0,324179,24.618
1.5982,0.4888,31.28,0,0,324183,24.621
1.6276,0.4985,31.28,0,0,324186,24.624
1.6373,0.4936,31.28,0,0,324189,24.627
1.6569,0.4888,31.28,0,0,324193,24.63
1.6862,0.4839,31.28,0,0,324196,24.633
1.6911,0.4985,31.33,0,0,324199,24.636
1.7107,0.523,31.28,0,0,324202,24.639
1.7351,0.4985,31.28,0,0,324205,24.642
1.7498,0.4985,31.25,0,0,324209,24.645
1.7644,0.5034,31.28,0,0,324212,24.648
1.8084,0.4985,31.28,0,0,324215,24.651
1.7986,0.4985,31.3,0,0,324218,24.654
1.8133,0.4985,31.3,0,0,324221,24.657
1.828,0.5034,31.28,0,0,324226,24.66
1.8426,0.4839,31.28,0,0,324229,24.663
1.8573,0.4985,31.28,0,0,324232,24.666
1.8719,0.5083,31.28,0,0,324235,24.669
1.8915,0.4985,31.28,0,0,324238,24.672
1.9062,0.4985,31.33,0,0,324242,24.675
1.9208,0.4888,31.28,0,0,324245,24.678
1.9355,0.4985,31.28,0,0,324248,24.681
1.955,0.4985,31.07,0,0,324251,24.684
1.9697,0.4985,31.3,0,0,324254,24.687
1.9844,0.523,31.28,0,0,324258,24.69
2.0039,0.4936,31.28,0,0,324261,24.693
2.0235,0.4985,31.28,0,0,324264,24.696
2.0381,0.4985,31.28,0,0,324268,24.699
2.0577,0.4985,31.28,0,0,324271,24.702
2.0772,0.4985,31.28,0,0,324275,24.705
2.0821,0.4985,31.28,0,0,324278,24.708
2.0919,0.4985,31.28,0,0,324281,24.711
2.1017,0.5034,31.28,0,0,324284,24.714
2.1114,0.4985,31.28,0,0,324287,24.717
2.1261,0.4985,31.25,0,0,324291,24.72
2.1408,0.4985,31.28,0,0,324294,24.723
2.1505,0.4936,31.28,0,0,324297,24.726
2.1603,0.4985,31.28,0,0,324300,24.729
2.1652,0.4985,31.25,0,0,324303,24.732
2.1701,0.4888,31.28,0,0,324307,24.735
2.175,0.4985,31.3,0,0,324311,24.738
2.175,0.4985,31.28,0,0,324314,24.741
2.175,0.4888,31.28,0,0,324317,24.744
2.175,0.4936,31.28,0,0,324320,24.747
2.175,0.4985,31.3,0,0,324324,24.75
2.1652,0.4985,31.3,0,0,324327,24.753
2.1603,0.4985,31.25,0,0,324330,24.756
2.1505,0.5034,31.28,0,0,324333,24.759
2.1457,0.4985,31.28,0,0,324336,24.762
2.1261,0.4985,31.25,0,0,324340,24.765
2.1065,0.4936,31.28,0,0,324343,24.768
2.0772,0.4985,31.28,0,0,324346,24.771
2.0528,0.4985,31.28,0,0,324349,24.774
2.0137,0.4985,31.28,0,0,324353,24.777
1.9795,0.4936,31.28,0,0,324357,24.78
1.9306,0.4985,31.3,0,0,324360,24.783
1.8915,0.4985,31.28,0,0,324363,24.786
1.8426,0.4985,31.28,0,0,324366,24.789
1.7986,0.4985,31.28,0,0,324369,24.792
1.7546,0.4985,31.25,0,0,324373,24.795
1.7204,0.4985,31.28,0,0,324376,24.798
1.6716,0.4985,31.28,0,0,324379,24.801
1.6373,0.4985,31.25,0,0,324382,24.804
1.608,0.4985,31.28,0,0,324385,24.807
1.5787,0.4985,31.28,0,0,324389,24.81
1.5543,0.4985,31.3,0,0,324392,24.813
1.5347,0.4985,31.28,0,0,324396,24.816
1.52,0.4985,31.28,0,0,324399,24.819
1.5054,0.4985,31.28,0,0,324402,24.822
1.4956,0.4985,31.3,0,0,324406,24.825
1.4956,0.4985,31.28,0,0,324409,24.828
1.5005,0.4936,31.3,0,0,324412,24.831
1.5054,0.4985,31.33,0,0,324415,24.834
1.5152,0.4985,31.28,0,0,324418,24.837
1.5249,0.4936,31.28,0,0,324422,24.84
1.5396,0.4985,31.15,0,0,324425,24.843
1.5494,0.4985,31.28,0,0,324428,24.846
1.564,0.4985,31.28,0,0,324431,24.849
1.5787,0.4985,31.3,0,0,324434,24.852
1.5885,0.5083,31.28,0,0,324439,24.855
1.6031,0.4839,31.28,0,0,324442,24.858
1.6227,0.4985,31.3,0,0,324445,24.861
1.6325,0.4985,31.25,0,0,324448,24.864
1.6716,0.4936,31.28,0,0,324451,24.867
1.652,0.4985,31.3,0,0,324455,24.87
1.6618,0.4985,31.28,0,0,324458,24.873
1.6716,0.4839,31.3,0,0,324461,24.876
1.6764,0.4985,31.3,0,0,324464,24.879
1.6813,0.4985,31.28,0,0,324467,24.882
1.6862,0.4936,31.3,0,0,324471,24.885
1.6911,0.4985,31.28,0,0,324474,24.888
1.696,0.523,31.28,0,0,324477,24.891
1.7009,0.4936,31.3,0,0,324481,24.894
1.6911,0.4936,31.28,0,0,324484,24.897
1.696,0.4985,31.25,0,0,324488,24.9
1.7009,0.4985,31.28,0,0,324491,24.903
1.7009,0.4985,31.3,0,0,324494,24.906
1.7009,0.4985,31.28,0,0,324497,24.909
1.696,0.4985,31.28,0,0,324500,24.912
1.696,0.4936,31.28,0,0,324504,24.915
1.7058,0.4985,31.28,0,0,324507,24.918
1.696,0.4985,31.3,0,0,324510,24.921
1.696,0.4985,31.3,0,0,324513,24.924
1.6911,0.4985,31.28,0,0,324516,24.927
1.6813,0.4936,31.3,0,0,324520,24.93
1.6911,0.4985,31.3,0,0,324524,24.933
1.6911,0.4985,31.28,0,0,324527,24.936
1.7009,0.4839,31.28,0,0,324530,24.939
1.6911,0.4985,31.3,0,0,324533,24.942
1.6862,0.4985,31.28,0,0,324537,24.945
1.6813,0.4839,31.28,0,0,324540,24.948
1.6862,0.4985,31.3,0,0,324543,24.951
1.6911,0.4985,31.25,0,0,324546,24.954
1.7204,0.4985,31.28,0,0,324549,24.957
1.6862,0.4985,31.28,0,0,324553,24.96
1.6813,0.4936,31.28,0,0,324556,24.963
1.696,0.4936,31.28,0,0,324559,24.966
1.6813,0.4985,31.28,0,0,324562,24.969
1.6813,0.4985,31.28,0,0,324566,24.972
1.6813,0.4985,31.28,0,0,324570,24.975
1.6862,0.4985,31.28,0,0,324573,24.978
1.6862,0.4985,31.25,0,0,324576,24.981
1.6862,0.4985,31.28,0,0,324579,24.984
1.6911,0.4985,31.28,0,0,324582,24.987
1.6911,0.4985,31.28,0,0,324586,24.99
1.6911,0.4985,31.28,0,0,324589,24.993
1.696,0.4936,31.15,0,0,324592,24.996
1.696,0.4985,31.28,0,0,324595,24.999
1.7058,0.4985,31.28,0,0,324598,25.002
1.696,0.4985,31.3,0,0,324602,25.005
1.7009,0.4985,31.28,0,0,324605,25.008
1.7009,0.523,31.28,0,0,324609,25.011
1.7155,0.4936,31.28,0,0,324612,25.014
1.696,0.4985,31.3,0,0,324615,25.017
1.696,0.4985,31.17,0,0,324619,25.02
1.6911,0.4985,31.28,0,0,324622,25.023
1.6911,0.4985,31.28,0,0,324625,25.026
1.6911,0.4985,31.09,0,0,324628,25.029
1.6911,0.5083,31.28,0,0,324631,25.032
1.6911,0.4839,31.28,0,0,324635,25.035
1.6911,0.4985,31.09,0,0,324638,25.038
1.696,0.5327,31.28,0,0,324641,25.041
1.7058,0.4839,31.28,0,0,324644,25.044
1.696,0.4985,31.3,0,0,324647,25.047
1.7058,0.4985,31.25,0,0,324652,25.05
1.7058,0.4985,31.28,0,0,324655,25.053
1.7009,0.4985,31.28,0,0,324658,25.056
1.7058,0.4985,31.3,0,0,324661,25.059
1.7155,0.4985,31.3,0,0,324664,25.062
1.7351,0.5132,31.28,0,0,324668,25.065
1.7595,0.4985,31.28,0,0,324671,25.068
1.784,0.4985,31.17,0,0,324674,25.071
1.7986,0.5181,31.28,0,0,324677,25.074
1.8084,0.4936,31.28,0,0,324680,25.077
1.8084,0.4985,31.3,0,0,324684,25.08
1.7986,0.4985,31.3,0,0,324687,25.083
1.7742,0.4888,31.28,0,0,324690,25.086
1.7546,0.4985,31.28,0,0,324694,25.089
1.74,0.4985,31.3,0,0,324697,25.092
1.7253,0.4936,31.25,0,0,324701,25.095
1.7155,0.4839,31.28,0,0,324704,25.098
1.6911,0.4985,31.28,0,0,324707,25.101
1.6667,0.4985,31.28,0,0,324710,25.104
1.6471,0.4985,31.3,0,0,324713,25.107
1.6325,0.4985,31.28,0,0,324717,25.11
1.6178,0.5034,31.28,0,0,324720,25.113
1.6129,0.4985,31.3,0,0,324723,25.116
1.5982,0.4985,31.28,0,0,324726,25.119
1.5982,0.4936,31.28,0,0,324729,25.122
1.5885,0.4985,31.28,0,0,324733,25.125
1.5934,0.4985,31.25,0,0,324737,25.128
1.5885,0.4888,31.28,0,0,324740,25.131
1.5836,0.4985,31.3,0,0,324743,25.134
1.5836,0.4985,31.3,0,0,324746,25.137
1.5836,0.5327,31.25,0,0,324750,25.14
1.6178,0.4839,31.28,0,0,324753,25.143
1.5836,0.4985,31.28,0,0,324756,25.146
1.5689,0.4936,31.28,0,0,324759,25.149
1.5396,0.4839,31.28,0,0,324762,25.152
1.4712,0.4936,31.3,0,0,324766,25.155
1.4076,0.5181,31.28,0,0,324769,25.158
1.3978,0.4985,31.3,0,0,324772,25.161
1.4565,0.4985,31.3,0,0,324775,25.164
1.6129,0.4985,31.3,0,0,324779,25.167
1.8866,0.4985,31.28,0,0,324783,25.17
2.3069,0.4985,31.28,0,0,324786,25.173
2.8935,0.4985,31.33,0,0,324789,25.176
3.6266,0.4985,31.28,0,0,324792,25.179
4.218,0.4936,31.3,0,0,324795,25.182
4.4282,0.4985,31.3,0,0,324799,25.185
4.1593,0.4985,31.28,0,0,324802,25.188
3.563,0.4985,31.28,0,0,324805,25.191
2.9228,0.4985,31.28,0,0,324808,25.194
2.3705,0.4985,31.28,0,0,324811,25.197
1.9306,0.4985,31.28,0,0,324815,25.2
1.6129,0.4985,31.28,0,0,324818,25.203
1.3832,0.4985,31.28,0,0,324822,25.206
1.2463,0.4888,31.28,0,0,324825,25.209
1.1828,0.4985,31.3,0,0,324828,25.212
1.1486,0.4985,31.3,0,0,324832,25.215
1.1339,0.4985,31.25,0,0,324835,25.218
1.129,0.4936,31.28,0,0,324838,25.221
1.1339,0.4985,31.28,0,0,324841,25.224
1.1437,0.4936,31.28,0,0,324844,25.227
1.1535,0.4985,31.28,0,0,324848,25.23
1.1681,0.4985,31.3,0,0,324851,25.233
1.1779,0.4985,31.3,0,0,324854,25.236
1.1926,0.5034,31.28,0,0,324857,25.239
1.2414,0.4936,31.28,0,0,324860,25.242
1.2219,0.4985,31.28,0,0,324865,25.245
1.2414,0.4936,31.28,0,0,324868,25.248
1.261,0.4839,31.28,0,0,324871,25.251
1.2659,0.4985,31.3,0,0,324874,25.254
1.2805,0.4985,31.07,0,0,324877,25.257
1.2952,0.5083,31.28,0,0,324881,25.26
1.3099,0.4839,31.28,0,0,324884,25.263
1.3245,0.4985,31.28,0,0,324887,25.266
1.3392,0.523,31.28,0,0,324890,25.269
1.3539,0.4936,31.28,0,0,324893,25.272
1.3685,0.4985,31.3,0,0,324897,25.275
1.3832,0.4985,31.3,0,0,324900,25.278
1.4125,0.5034,31.28,0,0,324903,25.281
1.4076,0.4985,31.3,0,0,324907,25.284
1.4223,0.4985,31.28,0,0,324910,25.287
1.437,0.5132,31.28,0,0,324914,25.29
1.4516,0.4985,31.28,0,0,324917,25.293
1.4614,0.4985,31.28,0,0,324920,25.296
1.4761,0.4936,31.3,0,0,324923,25.299
1.4858,0.4985,31.28,0,0,324926,25.302
1.5005,0.4985,31.3,0,0,324930,25.305
1.5152,0.4985,31.28,0,0,324933,25.308
1.5298,0.4985,31.3,0,0,324936,25.311
1.5445,0.4985,31.3,0,0,324939,25.314
1.5543,0.4985,31.28,0,0,324942,25.317
1.564,0.4985,31.28,0,0,324946,25.32
1.5836,0.4985,31.28,0,0,324950,25.323
1.5982,0.4985,31.3,0,0,324953,25.326
1.6129,0.5034,31.28,0,0,324956,25.329
1.6276,0.4985,31.28,0,0,324959,25.332
1.6373,0.4985,31.2,0,0,324963,25.335
1.652,0.523,31.28,0,0,324966,25.338
1.696,0.4985,31.28,0,0,324969,25.341
1.6764,0.4985,31.3,0,0,324972,25.344
1.6911,0.4936,31.17,0,0,324975,25.347
1.7107,0.4839,31.3,0,0,324979,25.35
1.7204,0.4985,31.25,0,0,324982,25.353
1.7253,0.4985,31.28,0,0,324985,25.356
1.7302,0.4936,31.28,0,0,324988,25.359
1.74,0.4936,31.3,0,0,324992,25.362
1.7449,0.4936,31.28,0,0,324996,25.365
1.7449,0.5034,31.28,0,0,324999,25.368
1.74,0.4985,31.28,0,0,325002,25.371
1.7449,0.4985,31.3,0,0,325005,25.374
1.74,0.4985,31.28,0,0,325008,25.377
1.7351,0.5034,31.28,0,0,325012,25.38
1.7253,0.4985,31.3,0,0,325015,25.383
1.7155,0.4985,31.28,0,0,325018,25.386
1.7107,0.4985,31.28,0,0,325021,25.389
1.6911,0.4985,31.28,0,0,325024,25.392
1.6764,0.4985,31.3,0,0,325028,25.395
1.6569,0.4985,31.28,0,0,325031,25.398
1.6373,0.4985,31.3,0,0,325035,25.401
1.6129,0.4985,31.25,0,0,325038,25.404
1.5787,0.4936,31.28,0,0,325041,25.407
1.5445,0.4985,31.28,0,0,325045,25.41
1.5054,0.4985,31.3,0,0,325048,25.413
1.4565,0.4985,31.22,0,0,325051,25.416
1.4125,0.4985,31.3,0,0,325054,25.419
1.3587,0.4985,31.3,0,0,325057,25.422
1.3099,0.4985,31.28,0,0,325061,25.425
1.2561,0.4839,31.28,0,0,325064,25.428
1.2121,0.4985,31.3,0,0,325067,25.431
1.1681,0.4985,31.28,0,0,325070,25.434
1.1241,0.4936,31.28,0,0,325073,25.437
1.085,0.4985,31.3,0,0,325078,25.44
1.0557,0.4985,31.3,0,0,325081,25.443
1.0117,0.4985,31.3,0,0,325084,25.446
0.9873,0.523,31.28,0,0,325087,25.449
0.9677,0.4936,31.3,0,0,325090,25.452
0.9433,0.4985,31.28,0,0,325094,25.455
0.9286,0.4985,31.3,0,0,325097,25.458
0.9189,0.4985,31.12,0,0,325100,25.461
